"","X","draw","alpha","beta","gamma","tau","cause_code","age_code"
"970",19970,970,33.88978104,0.003619002,0.304071137,2.760513659,"cvd_stroke",45
"971",19971,971,3.460735237,0.015793087,0.484314746,5.859893467,"cvd_stroke",45
"972",19972,972,58.24859688,0.0019754,0.28120647,3.390421653,"cvd_stroke",45
"973",19973,973,32.46304573,0.00304482,0.314092164,3.266264154,"cvd_stroke",45
"974",19974,974,2.224023234,0.009654336,0.616689826,3.245570188,"cvd_stroke",45
"975",19975,975,12.73241321,0.007805019,0.344544807,3.994873917,"cvd_stroke",45
"976",19976,976,2.301400148,0.004061048,0.77970563,4.046817484,"cvd_stroke",45
"977",19977,977,17.54865759,0.007799629,0.326739906,2.966467075,"cvd_stroke",45
"978",19978,978,2.059522586,0.010494216,0.773224602,4.778339686,"cvd_stroke",45
"979",19979,979,132.2313455,0.000961943,0.292920555,4.751557965,"cvd_stroke",45
"980",19980,980,2.685969525,0.030119563,0.441479509,4.898983631,"cvd_stroke",45
"981",19981,981,3.611546203,0.013564288,0.479295326,5.180053766,"cvd_stroke",45
"982",19982,982,16.72122826,0.006341164,0.317517046,3.582780583,"cvd_stroke",45
"983",19983,983,22.85209606,0.005340009,0.309097949,4.172427261,"cvd_stroke",45
"984",19984,984,3.258501197,0.021757615,0.400681737,4.208977001,"cvd_stroke",45
"985",19985,985,2.600692139,0.007632866,0.634734978,3.458371334,"cvd_stroke",45
"986",19986,986,14.05761045,0.004333048,0.398001086,4.373431387,"cvd_stroke",45
"987",19987,987,2.552946976,0.028684759,0.454283803,4.303753835,"cvd_stroke",45
"988",19988,988,2.348564818,0.030810042,0.446288088,5.201133047,"cvd_stroke",45
"989",19989,989,18.17764964,0.005978139,0.358079738,4.432131545,"cvd_stroke",45
"990",19990,990,2.842281113,0.0075654,0.772088946,3.521234936,"cvd_stroke",45
"991",19991,991,3.165196154,0.019334651,0.466985842,5.89037465,"cvd_stroke",45
"992",19992,992,2.960828262,0.005805753,0.664792066,2.477588131,"cvd_stroke",45
"993",19993,993,1.70936247,0.032123983,0.572150237,4.666802139,"cvd_stroke",45
"994",19994,994,1.974565657,0.024381855,0.69785716,5.621872273,"cvd_stroke",45
"995",19995,995,15.70682473,0.007615962,0.308275077,5.095024854,"cvd_stroke",45
"996",19996,996,3.253393602,0.015265641,0.529967024,5.093018385,"cvd_stroke",45
"997",19997,997,4.848940562,0.003363078,0.541251948,3.21491764,"cvd_stroke",45
"998",19998,998,2.983208743,0.003339787,0.695040285,5.198428742,"cvd_stroke",45
"999",19999,999,83.75675888,0.000638408,0.390966007,3.081779361,"cvd_stroke",45
"1000",20000,1000,1.46572267,0.061940867,0.357613392,3.68942057,"cvd_stroke",45
